STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2007,European Union - 27 countries (2007-2013),2017,,29.1,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2007,European Union - 27 countries (2007-2013),2018,,29.2,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2014,,28.9,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2015,,29.0,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2016,,29.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2017,,29.2,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2018,,29.3,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2019,,29.4,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2020,,29.5,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2021,,29.7,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2022,,29.7,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU27_2020,European Union - 27 countries (from 2020),2023,,29.8,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU28,European Union - 28 countries (2013-2020),2014,,28.8,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU28,European Union - 28 countries (2013-2020),2015,,28.9,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU28,European Union - 28 countries (2013-2020),2016,,29.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU28,European Union - 28 countries (2013-2020),2017,,29.1,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,EU28,European Union - 28 countries (2013-2020),2018,,29.2,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2014,,28.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2015,,28.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2016,,29.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2017,,29.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2018,,29.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2019,,29.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2020,,29.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2021,,29.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2022,,29.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FI,Finland,2023,,30.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2014,,28.3,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2015,,28.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2016,,28.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2017,,28.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2018,,28.7,,p,provisional,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2019,,28.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2020,,28.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2021,,29.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2022,,29.1,,p,provisional,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,FR,France,2023,,29.1,,p,provisional,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,GE,Georgia,2014,,24.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,GE,Georgia,2015,,24.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,GE,Georgia,2016,,25.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,GE,Georgia,2017,,25.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,GE,Georgia,2018,,25.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,GE,Georgia,2019,,25.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,GE,Georgia,2020,,26.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,GE,Georgia,2022,,26.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,GE,Georgia,2023,,26.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2014,,28.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2015,,28.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2016,,28.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2017,,28.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2018,,28.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2019,,28.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2020,,29.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2021,,29.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2022,,29.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HR,Croatia,2023,,29.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2014,,27.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2015,,27.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2016,,27.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2017,,28.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2018,,28.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2019,,28.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2020,,28.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2021,,28.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2022,,28.7,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,HU,Hungary,2023,,28.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2014,,29.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2015,,29.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2016,,30.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2017,,30.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2018,,30.5,,e,estimated,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2019,,30.7,,e,estimated,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2020,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2021,,31.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2022,,31.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IE,Ireland,2023,,31.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2014,,27.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2015,,27.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2016,,27.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2017,,27.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2018,,28.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2019,,28.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2020,,28.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2021,,28.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2022,,28.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IS,Iceland,2023,,28.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2014,,30.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2015,,30.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2016,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2017,,31.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2018,,31.2,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2019,,31.3,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2020,,31.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2021,,31.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2022,,31.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,IT,Italy,2023,,31.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LI,Liechtenstein,2022,,31.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LI,Liechtenstein,2023,,31.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2014,,26.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2015,,27.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2016,,27.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2017,,27.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2018,,27.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2019,,27.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2020,,27.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2021,,28.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2022,,28.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LT,Lithuania,2023,,28.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2014,,30.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2015,,30.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2016,,30.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2017,,30.8,,b,break in time series,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2018,,30.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2019,,31.1,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2020,,31.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2021,,31.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2022,,31.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LU,Luxembourg,2023,,31.4,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2014,,26.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2015,,26.5,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2016,,26.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2017,,26.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2018,,27.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2019,,27.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2020,,27.3,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2021,,27.7,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2022,,27.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,LV,Latvia,2023,,28.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MD,Moldova,2014,,24.2,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MD,Moldova,2015,,24.2,,e,estimated,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MD,Moldova,2017,,24.5,,e,estimated,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MD,Moldova,2018,,24.5,,e,estimated,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MD,Moldova,2019,,24.6,,e,estimated,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MD,Moldova,2020,,24.5,,e,estimated,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MD,Moldova,2021,,24.5,,e,estimated,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MD,Moldova,2022,,24.7,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MD,Moldova,2023,,24.7,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MK,North Macedonia,2014,,26.6,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MK,North Macedonia,2015,,26.8,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MK,North Macedonia,2016,,26.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MK,North Macedonia,2017,,26.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MK,North Macedonia,2018,,26.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MK,North Macedonia,2019,,27.0,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MK,North Macedonia,2020,,26.9,,,,,
dataflow,ESTAT:DEMO_FIND$DEFAULTVIEW(1.0),Fertility indicators,A,Annual,AGEMOTH1,Mean age of women at birth of first child,MK,North Macedonia,2021,,27.1,,b,break in time series,,
